Timestamp,Estimated AQI,PM2.5,PM10,CO,NO,NO2,O3,SO2,NH3
2021-11-29 18:00:00,147.14,126.07,147.14,1789.09,0,51.41,65.09,8.34,12.92
2021-11-29 19:00:00,127.47,109.69,127.47,1495.36,0,39.41,74.39,7.15,10.13
2021-11-29 20:00:00,117.47,101.9,117.47,1281.74,0,29.47,82.25,6.44,8.74
2021-11-29 21:00:00,115.28,100.55,115.28,1174.93,0,21.93,86.55,6.14,8.36
2021-11-29 22:00:00,119.83,105.02,119.83,1161.58,0,18.68,83.68,5.66,8.23
2021-11-29 23:00:00,129.57,113.97,129.57,1228.33,0,18.85,74.39,5.13,8.11
2021-11-30 00:00:00,139.01,122.59,139.01,1348.5,0,21.93,62.94,4.95,7.98
2021-11-30 01:00:00,148.66,130.71,148.66,1535.42,0,30.5,47.92,5.19,8.99
2021-11-30 02:00:00,168.36,146.54,168.36,2136.23,1.77,59.63,15.2,6.79,13.05
2021-11-30 03:00:00,192.17,165.29,192.17,3204.35,36.21,71.97,0.99,8.94,17.73
2021-11-30 04:00:00,209.89,179.07,209.89,4165.65,77.78,71.97,5.72,10.85,22.55
2021-11-30 05:00:00,208.6,176.92,208.6,4219.06,77.78,75.4,14.48,11.56,23.81
2021-11-30 06:00:00,187.4,159.22,187.4,3471.37,47.83,77.46,34.33,11.68,20.52
2021-11-30 07:00:00,79.07,68.34,79.07,1188.28,5.53,27.42,110.15,15.74,8.87
2021-11-30 08:00:00,72.29,63.2,72.29,1001.36,3.41,20.73,130.18,15.74,7.85
2021-11-30 09:00:00,75.12,66.29,75.12,1001.36,2.85,21.25,140.19,16.21,7.85
2021-11-30 10:00:00,108.7,95.71,108.7,1695.63,6.54,51.41,111.58,12.52,12.16
2021-11-30 11:00:00,146.48,128.66,146.48,2536.77,9.72,91.85,64.37,10.85,16.47
2021-11-30 12:00:00,171.53,150.02,171.53,3364.56,14.53,132.98,11.27,10.85,19.51
2021-11-30 13:00:00,219.88,189.73,219.88,5393.98,88.51,142.57,0,16.45,33.44
2021-11-30 14:00:00,293.75,250.77,293.75,7797.24,177.03,157.65,0,25.99,57.76
2021-11-30 15:00:00,372.3,317.66,372.3,9613.04,236.03,171.36,0,34.81,81.06
2021-11-30 16:00:00,466.37,400.55,466.37,11856.08,300.41,191.93,0,47.21,111.46
2021-11-30 17:00:00,568.1,489.24,568.1,14526.37,361.2,219.35,0,61.99,147.94
2021-11-30 18:00:00,629.41,537.52,629.41,16021.73,386.24,244.02,0,70.57,170.23
2021-11-30 19:00:00,614.51,516.12,614.51,15594.48,357.63,249.51,0,68.66,170.23
2021-11-30 20:00:00,535.51,439.94,535.51,12924.19,271.8,227.57,0,56.74,147.94
2021-11-30 21:00:00,416.88,334.4,416.88,8758.54,153.78,172.73,0,37.67,103.35
2021-11-30 22:00:00,312.52,249.67,312.52,5180.36,63.48,112.41,0,17.88,49.65
2021-11-30 23:00:00,270.95,217.88,270.95,3685,30.85,81.57,0,12.99,36.98
2021-12-01 00:00:00,258.95,211.01,258.95,3150.94,21.68,67.86,0.01,13.95,40.02
2021-12-01 01:00:00,263.45,216.89,263.45,3150.94,24.14,65.12,0.02,17.64,47.62
2021-12-01 02:00:00,305.39,253.7,305.39,4325.87,61.69,72.66,0,24.32,58.26
2021-12-01 03:00:00,383.06,322.5,383.06,7049.56,159.14,87.05,0.22,30.99,65.86
2021-12-01 04:00:00,452.52,381.27,452.52,9719.85,253.92,105.56,2.15,30.99,67.89
2021-12-01 05:00:00,487.99,411.18,487.99,10787.96,264.64,132.98,6.35,28.37,66.88
2021-12-01 06:00:00,464.32,394.97,464.32,9613.04,185.97,169.99,17.52,28.13,54.72
2021-12-01 07:00:00,174.43,158.52,174.43,2056.12,7.49,54.84,147.34,59.13,9.37
2021-12-01 08:00:00,155.45,142.58,155.45,1602.17,4.3,38.73,171.66,62.94,6.97
2021-12-01 09:00:00,149.46,137.41,149.46,1482.01,2.99,33.59,183.11,63.9,6.71
2021-12-01 10:00:00,191.38,172.75,191.38,2937.32,14.53,102.82,95.84,54.36,16.47
2021-12-01 11:00:00,267.69,238.88,267.69,5340.58,62.58,171.36,16.09,43.39,27.87
2021-12-01 12:00:00,332.03,294.83,332.03,7690.43,148.42,191.93,0.82,39.1,36.98
2021-12-01 13:00:00,418.87,371.4,418.87,11108.4,275.37,224.83,0,50.07,59.28
2021-12-01 14:00:00,536.48,473.63,536.48,15167.24,393.39,276.92,0,74.39,97.27
2021-12-01 15:00:00,644.91,566.19,644.91,17517.09,443.46,320.79,0,96.32,133.75
2021-12-01 16:00:00,723.8,630.18,723.8,17944.34,432.73,337.24,0,108.72,160.1
2021-12-01 17:00:00,770.43,667.5,770.43,17517.09,400.54,331.76,0,111.58,178.34
2021-12-01 18:00:00,785.73,682.78,785.73,16876.22,375.51,318.05,0,109.67,184.42
2021-12-01 19:00:00,759.27,668.43,759.27,16021.73,346.9,309.82,0,103,178.34
2021-12-01 20:00:00,713.55,637.61,713.55,14526.37,300.41,301.6,0,97.27,170.23
2021-12-01 21:00:00,653.13,590.23,653.13,12496.95,236.03,279.66,0,92.51,151.99
2021-12-01 22:00:00,563.91,514.07,563.91,9506.23,150.2,230.31,0,81.06,117.54
2021-12-01 23:00:00,487.97,446.57,487.97,6835.94,81.36,180.96,0,61.99,82.08
2021-12-02 00:00:00,446.91,409.29,446.91,5340.58,45.15,143.95,0,45.3,60.29
2021-12-02 01:00:00,426.28,388.72,426.28,4699.71,33.97,116.53,0,35.29,49.65
2021-12-02 02:00:00,449.63,404.2,449.63,5340.58,63.48,104.19,0,33.86,56.24
2021-12-02 03:00:00,510.46,452.47,510.46,7370,139.47,105.56,0.28,37.67,69.92
2021-12-02 04:00:00,539.63,477.89,539.63,8544.92,180.6,108.3,2.95,34.81,67.89
2021-12-02 05:00:00,562.74,501.02,562.74,9292.6,198.48,123.38,7.78,28.37,58.26
2021-12-02 06:00:00,544.09,487.54,544.09,8865.36,157.36,157.65,18.6,24.08,46.61
2021-12-02 07:00:00,218.44,197.63,218.44,2536.77,12.96,65.8,104.43,37.19,16.72
2021-12-02 08:00:00,178.32,162.37,178.32,1789.09,5.81,41.13,143.05,38.62,12.29
2021-12-02 09:00:00,172.11,157.44,172.11,1575.47,3.58,34.96,165.94,42.92,10.64
2021-12-02 10:00:00,238.25,215.62,238.25,2937.32,11.62,91.85,103,30.99,18.24
2021-12-02 11:00:00,332.62,299.35,332.62,4806.52,33.53,154.91,26.11,18.6,26.35
2021-12-02 12:00:00,390.71,350.96,390.71,6195.07,85.83,164.51,1.29,15.26,31.66
2021-12-02 13:00:00,447.22,398.64,447.22,8224.49,162.72,178.22,0,21.7,48.13
2021-12-02 14:00:00,520.12,459.44,520.12,10147.09,223.52,211.12,0,32.9,73.97
2021-12-02 15:00:00,599.58,524.92,599.58,11428.83,253.92,235.8,0,41.96,99.3
2021-12-02 16:00:00,692.94,604.31,692.94,13137.82,293.25,260.47,0,53.41,128.69
2021-12-02 17:00:00,775.3,674.57,775.3,14739.99,325.44,271.44,0,63.9,156.04
2021-12-02 18:00:00,803.24,701.58,803.24,14953.61,318.29,268.7,0,61.99,154.02
2021-12-02 19:00:00,745.6,661.63,745.6,13351.44,257.49,249.51,0,43.87,109.43
2021-12-02 20:00:00,752.69,672.45,752.69,13031.01,246.76,246.76,0,43.87,111.46
2021-12-02 21:00:00,767.63,689.25,767.63,12924.19,239.61,252.25,0,47.68,122.61
2021-12-02 22:00:00,770.67,696.95,770.67,12603.76,221.73,252.25,0,50.07,131.73
2021-12-02 23:00:00,780.03,709.11,780.03,12603.76,216.36,254.99,0,54.36,141.86
2021-12-03 00:00:00,812.99,739.26,812.99,13244.63,223.52,265.96,0,61.04,162.12
2021-12-03 01:00:00,831.12,751.79,831.12,13885.5,232.46,271.44,0,66.76,178.34
2021-12-03 02:00:00,873.95,787.17,873.95,14953.61,268.22,268.7,0,75.34,198.6
2021-12-03 03:00:00,951.85,858.57,951.85,17303.47,361.2,276.92,0.24,87.74,222.92
2021-12-03 04:00:00,1037.16,935.53,1037.16,19439.7,443.46,298.86,2.91,98.23,243.19
2021-12-03 05:00:00,1133.02,1022.09,1133.02,20935.06,464.92,348.21,8.49,104.9,253.32
2021-12-03 06:00:00,1204.59,1091.81,1204.59,21148.68,389.81,433.21,18.24,97.27,222.92
2021-12-03 07:00:00,467.34,438.15,467.34,5020.14,19.22,149.43,143.05,107.77,34.45
2021-12-03 08:00:00,425.3,401.17,425.3,3791.81,8.49,101.45,200.27,118.26,18.24
2021-12-03 09:00:00,399.66,378,399.66,3124.24,3.58,63.75,240.33,103.95,10.13
2021-12-03 10:00:00,392.29,367.64,392.29,3578.19,4.75,90.48,178.81,68.66,14.19
2021-12-03 11:00:00,418.32,385.56,418.32,5233.76,12.52,165.88,57.94,41.01,23.31
2021-12-03 12:00:00,427.59,386.91,427.59,6942.75,60.8,189.19,2.41,28.13,30.65
2021-12-03 13:00:00,445.69,393.79,445.69,9292.6,155.57,180.96,0,24.56,41.54
2021-12-03 14:00:00,493.37,426.97,493.37,11428.83,239.61,178.22,0,25.99,56.74
2021-12-03 15:00:00,546.81,468.23,546.81,12390.14,275.37,186.44,0,27.89,64.85
2021-12-03 16:00:00,565.5,476.6,565.5,11535.64,246.76,183.7,0,29.8,67.89
2021-12-03 17:00:00,567.32,470.95,567.32,10360.72,207.42,180.96,0,33.86,84.1
2021-12-03 18:00:00,546.32,449.04,546.32,9506.23,182.39,175.48,0,37.67,97.27
2021-12-03 19:00:00,495.22,408.21,495.22,8651.73,162.72,169.99,0,38.15,97.27
2021-12-03 20:00:00,432.12,360.07,432.12,7583.62,132.32,157.65,0,34.33,87.14
2021-12-03 21:00:00,376.66,315.85,376.66,6195.07,92.98,141.2,0,28.61,73.97
2021-12-03 22:00:00,322.21,272.7,322.21,4753.11,53.64,119.27,0,21.46,55.73
2021-12-03 23:00:00,287.22,245.74,287.22,3685,25.48,98.71,0.03,15.97,41.04
2021-12-04 00:00:00,273.27,235.15,273.27,3124.24,12.74,84.31,0.24,13.11,33.94
2021-12-04 01:00:00,261.46,225.29,261.46,2883.91,9.61,74.03,0.56,12.16,31.66
2021-12-04 02:00:00,268.67,230.74,268.67,3284.45,29.06,66.49,0.05,12.64,32.93
2021-12-04 03:00:00,287.56,246.91,287.56,4432.68,73.31,65.12,0.34,12.64,32.17
2021-12-04 04:00:00,283.81,244.14,283.81,4859.92,90.3,68.55,3.8,10.85,27.61
2021-12-04 05:00:00,278.18,239.47,278.18,4806.52,86.72,74.71,10.73,10.49,26.09
2021-12-04 06:00:00,269.67,233.77,269.67,4165.65,59.01,83.63,25.39,10.13,22.8
2021-12-04 07:00:00,187.79,170.19,187.79,1642.23,5.25,34.62,125.89,16.45,11.15
2021-12-04 08:00:00,207.06,191.04,207.06,1482.01,2.68,24.33,163.08,19.07,9.63
2021-12-04 09:00:00,212.46,197.01,212.46,1468.66,1.9,22.62,183.11,21.93,9.37
2021-12-04 10:00:00,235.29,216.26,235.29,2189.64,5.2,58.95,130.18,18.12,14.31
2021-12-04 11:00:00,275.81,251.91,275.81,3257.75,9.95,109.67,53.64,13.59,20.27
2021-12-04 12:00:00,306.65,279.04,306.65,4219.06,27.94,138.46,4.43,11.92,24.07
2021-12-04 13:00:00,352.9,318.3,352.9,5821.23,88.51,146.69,0,17.17,38.5
2021-12-04 14:00:00,417.86,371.15,417.86,8117.68,162.72,172.73,0,28.37,65.86
2021-12-04 15:00:00,500.18,437.19,500.18,10574.34,227.09,205.64,0,39.1,94.23
2021-12-04 16:00:00,576.33,493.81,576.33,12176.51,253.92,230.31,0,43.87,107.41
2021-12-04 17:00:00,585.39,489.91,585.39,11749.27,232.46,216.6,0,41.96,103.35
2021-12-04 18:00:00,522.69,430.1,522.69,10147.09,189.54,183.7,0,35.29,88.16
2021-12-04 19:00:00,337.9,279.89,337.9,6568.91,100.14,130.24,0,15.26,37.49
2021-12-04 20:00:00,189.93,155.31,189.93,3685,38.89,87.05,0.01,6.68,14.82
2021-12-04 21:00:00,99.77,79.41,99.77,1869.2,5.76,59.63,4.6,4.23,9.12
2021-12-04 22:00:00,53.91,42.32,53.91,1028.06,0.03,31.53,28.25,3.64,7.16
2021-12-04 23:00:00,33.13,25.64,33.13,700.95,0,16.79,44.35,3.34,5.64
2021-12-05 00:00:00,24.01,18.4,24.01,580.79,0,12.17,50.78,3.13,4.37
2021-12-05 01:00:00,20.35,15.44,20.35,574.11,0,13.19,52.21,3.16,3.83
2021-12-05 02:00:00,25.34,19.27,25.34,834.47,0.01,26.05,43.63,4.17,4.62
2021-12-05 03:00:00,28.75,21.93,28.75,1161.58,0.39,42.16,33.26,5.42,4.94
2021-12-05 04:00:00,22.3,16.7,22.3,1054.76,2.46,34.62,44.35,6.38,4.5
2021-12-05 05:00:00,20.97,15.32,20.97,934.6,4.41,26.39,51.5,6.97,5.38
2021-12-05 06:00:00,19.58,14.17,19.58,807.76,4.58,19.88,60.8,8.11,5.83
2021-12-05 07:00:00,12.72,9.92,12.72,514.03,1.82,11.48,81.54,12.04,3.45
2021-12-05 08:00:00,10.24,8.31,10.24,467.3,1.05,10.8,84.4,13.23,2.82
2021-12-05 09:00:00,8.96,7.3,8.96,473.98,0.5,12.34,81.54,13.83,2.63
2021-12-05 10:00:00,14.27,11.39,14.27,741,0.59,26.39,65.09,13.11,4.24
2021-12-05 11:00:00,24.45,19.38,24.45,1228.33,1.33,48.67,36.84,10.85,5.51
2021-12-05 12:00:00,33.23,26.42,33.23,1735.69,3.41,71.29,9.75,9.06,5.45
2021-12-05 13:00:00,70.56,56.47,70.56,3578.19,66.16,80.2,0.02,8.34,9.37
2021-12-05 14:00:00,136.9,110.59,136.9,5928.04,151.99,85.68,0,10.61,16.97
2021-12-05 15:00:00,206.51,168.32,206.51,7476.81,205.64,85,0,14.54,28.63
2021-12-05 16:00:00,263.73,217.16,263.73,8331.3,232.46,82.94,0,17.4,36.48
2021-12-05 17:00:00,290.27,242.3,290.27,8331.3,228.88,77.46,0,13.47,23.31
2021-12-05 18:00:00,254.18,214.14,254.18,7049.56,187.75,71.29,0,9.18,12.41
2021-12-05 19:00:00,158.73,133.82,158.73,4646.3,109.97,62.38,0,6.08,6.59
2021-12-05 20:00:00,131.67,110.94,131.67,3898.62,85.83,53.47,0,5.78,7.6
2021-12-05 21:00:00,114.52,96.12,114.52,3204.35,59.9,47.98,0,7.21,11.4
2021-12-05 22:00:00,100.85,84.31,100.85,2563.48,34.42,47.98,0.01,8.7,15.2
2021-12-05 23:00:00,94.8,79.44,94.8,2189.64,18.1,47.3,0.12,6.79,10.39
2021-12-06 00:00:00,89.55,75.46,89.55,1949.31,10.06,45.24,0.89,5.19,5.83
2021-12-06 01:00:00,60.98,49.8,60.98,1401.9,0.42,38.73,16.99,4.89,4.24
2021-12-06 02:00:00,76.3,60.47,76.3,1815.8,4.14,54.84,6.53,5.96,7.47
2021-12-06 03:00:00,95.84,75.35,95.84,2723.69,35.76,61.01,0.51,7.87,11.65
2021-12-06 04:00:00,101.24,78.89,101.24,3231.05,60.8,58.26,4.87,9.06,15.33
2021-12-06 05:00:00,96.06,73.01,96.06,3070.83,65.27,52.09,11.18,9.18,17.48
2021-12-06 06:00:00,81.5,60.31,81.5,2456.67,47.83,47.3,20.03,8.82,15.2
2021-12-06 07:00:00,24.33,18.79,24.33,814.44,5.09,19.71,88.69,17.64,4.24
2021-12-06 08:00:00,23.93,19.44,23.93,720.98,3.13,14.91,104.43,18.36,3.67
2021-12-06 09:00:00,28.76,24.45,28.76,734.33,2.43,14.57,114.44,19.31,3.61
2021-12-06 10:00:00,48,40.78,48,1081.47,4.02,29.13,100.14,12.76,6.71
2021-12-06 11:00:00,75.17,64.22,75.17,1535.42,4.36,52.09,75.1,8.94,10.13
2021-12-06 12:00:00,101.22,87.71,101.22,2002.72,1.1,81.57,45.42,8.94,11.91
2021-12-06 13:00:00,133.29,115.59,133.29,2803.8,8.16,116.53,8.67,9.42,15.33
2021-12-06 14:00:00,170.12,146.37,170.12,3578.19,32.63,115.16,0.02,10.01,18.49
2021-12-06 15:00:00,202.28,172.71,202.28,3898.62,43.81,108.3,0,10.25,18.75
2021-12-06 16:00:00,251.04,212.39,251.04,4646.3,67.06,100.08,0,10.25,18.75
2021-12-06 17:00:00,307.43,257.61,307.43,5554.2,95.67,91.85,0,10.13,18.75
2021-12-06 18:00:00,325.94,269.59,325.94,5874.63,105.5,84.31,0,9.18,16.97
2021-12-06 19:00:00,295.18,241.63,295.18,5340.58,92.98,76.77,0,6.91,12.67
2021-12-06 20:00:00,251.64,205.07,251.64,4432.68,65.27,70.6,0,5.36,10.51
2021-12-06 21:00:00,215.69,176.11,215.69,3578.19,35.32,64.43,0.01,4.83,10.26
2021-12-06 22:00:00,174.07,143.8,174.07,2643.59,10.06,58.26,0.71,4.59,9.88
2021-12-06 23:00:00,150.59,125.44,150.59,2109.53,1.49,50.04,4.96,4.47,10.01
2021-12-07 00:00:00,139.28,116.93,139.28,1895.9,0.52,43.18,9.75,4.65,10.26
2021-12-07 01:00:00,143.61,120.09,143.61,2029.42,3.63,47.3,4.02,5.66,13.43
2021-12-07 02:00:00,187.58,154.98,187.58,3124.24,41.13,50.72,0.02,10.73,26.6
2021-12-07 03:00:00,256.22,210.12,256.22,5340.58,123.38,58.95,0.24,19.55,46.61
2021-12-07 04:00:00,335.69,275.15,335.69,7797.24,219.94,71.97,2.06,28.13,64.85
2021-12-07 05:00:00,380.14,314.94,380.14,9078.98,257.49,89.11,5.01,25.03,57.76
2021-12-07 06:00:00,356.99,301.1,356.99,8438.11,211,115.16,11,20.27,41.54
2021-12-07 07:00:00,82.33,71.37,82.33,1482.01,9.5,40.78,94.41,28.13,9.12
2021-12-07 08:00:00,71.64,63.22,71.64,1094.82,4.3,25.36,118.73,28.85,7.16
2021-12-07 09:00:00,71.74,63.98,71.74,1054.76,2.88,22.62,130.18,28.61,7.03
2021-12-07 10:00:00,113.53,100.13,113.53,1922.61,6.26,57.58,95.84,20.5,13.3
2021-12-07 11:00:00,173.27,152.36,173.27,3177.64,12.18,111.04,39.7,14.42,20.27
2021-12-07 12:00:00,214.42,188.77,214.42,4325.87,35.32,139.83,3.22,12.87,24.32
2021-12-07 13:00:00,271.37,237.55,271.37,6301.88,113.55,143.95,0,14.07,32.42
2021-12-07 14:00:00,343.81,298.35,343.81,8117.68,184.18,145.32,0,15.5,40.53
2021-12-07 15:00:00,401.65,345.47,401.65,8651.73,194.91,145.32,0,16.69,43.06
2021-12-07 16:00:00,444.36,380.71,444.36,8651.73,182.39,145.32,0,19.55,49.14
2021-12-07 17:00:00,464.43,397.07,464.43,8224.49,157.36,142.57,0,22.65,57.25
2021-12-07 18:00:00,443.78,379.24,443.78,7476.81,126.96,139.83,0,23.13,58.77
2021-12-07 19:00:00,387.65,332.92,387.65,6301.88,94.77,132.98,0,19.31,49.65
2021-12-07 20:00:00,339.33,293.47,339.33,5180.36,62.58,122.01,0,14.31,37.49
2021-12-07 21:00:00,308.42,268.17,308.42,4379.27,37.1,109.67,0,10.49,29.13
2021-12-07 22:00:00,282.95,247.38,282.95,3685,18.1,97.33,0.07,7.75,23.81
2021-12-07 23:00:00,270.88,237.19,270.88,3337.86,9.5,87.74,0.3,7.27,23.56
2021-12-08 00:00:00,270.49,236.79,270.49,3284.45,8.27,81.57,0.36,7.99,25.59
2021-12-08 01:00:00,277.18,241.15,277.18,3417.97,15.65,76.09,0.08,9.3,28.37
2021-12-08 02:00:00,304.66,262.11,304.66,4272.46,50.07,71.97,0,11.56,33.94
2021-12-08 03:00:00,333.79,283.77,333.79,5767.82,111.76,74.71,0.29,13.35,38
2021-12-08 04:00:00,318.88,270.69,318.88,6301.88,139.47,80.2,3.53,13.59,36.48
2021-12-08 05:00:00,298.61,251.79,298.61,6088.26,134.11,87.74,9.66,13.95,33.94
2021-12-08 06:00:00,264.91,223.19,264.91,5073.55,91.2,98.71,22.53,13.71,28.63
2021-12-08 07:00:00,128.19,112.01,128.19,1762.39,9.72,43.18,100.14,18.6,13.81
2021-12-08 08:00:00,130.44,115.74,130.44,1548.77,4.86,30.85,133.04,20.27,12.67
2021-12-08 09:00:00,138.92,124.53,138.92,1562.12,3.63,30.85,154.5,21.93,12.54
2021-12-08 10:00:00,196.21,173.9,196.21,3044.13,16.76,91.85,84.4,19.79,20.52
2021-12-08 11:00:00,269.35,237.71,269.35,4966.74,52.75,142.57,19.31,17.17,29.13
2021-12-08 12:00:00,318.78,280.57,318.78,6675.72,118.02,156.28,1.3,19.07,39.01
2021-12-08 13:00:00,378.76,332.14,378.76,9185.79,214.58,180.96,0,29.56,62.32
2021-12-08 14:00:00,466.67,407.94,466.67,12069.7,307.56,213.86,0,43.87,96.26
2021-12-08 15:00:00,571.54,498.4,571.54,14526.37,371.93,246.76,0,58.65,131.73
2021-12-08 16:00:00,698.47,604.86,698.47,17303.47,429.15,279.66,0,75.34,172.26
2021-12-08 17:00:00,804.89,694.55,804.89,19226.07,457.76,301.6,0,87.74,206.71
2021-12-08 18:00:00,846.31,728.55,846.31,19653.32,457.76,309.82,0,92.51,220.89
2021-12-08 19:00:00,836.49,721.54,836.49,19226.07,439.88,307.08,0,91.55,220.89
2021-12-08 20:00:00,803.13,688.2,803.13,18157.96,404.12,296.12,0,86.78,214.82
2021-12-08 21:00:00,722.48,608.5,722.48,15380.86,318.29,263.21,0,74.39,190.5
2021-12-08 22:00:00,626.37,522.64,626.37,12390.14,228.88,224.83,0,61.04,164.15
2021-12-08 23:00:00,570.35,478.73,570.35,10681.15,182.39,202.89,0,56.27,151.99
2021-12-09 00:00:00,552.97,469.73,552.97,10040.28,164.51,191.93,0,56.27,151.99
2021-12-09 01:00:00,536.61,460.82,536.61,9613.04,153.78,180.96,0,58.17,149.97
2021-12-09 02:00:00,557.82,483.89,557.82,10040.28,177.03,172.73,0,64.85,147.94
2021-12-09 03:00:00,602.02,526.23,602.02,11749.27,250.34,168.62,0.17,70.57,143.89
2021-12-09 04:00:00,631.95,554.3,631.95,13351.44,329.02,157.65,2.03,56.27,111.46
2021-12-09 05:00:00,619.3,543.52,619.3,13137.82,325.44,150.8,5.54,33.38,68.9
2021-12-09 06:00:00,538.96,475.31,538.96,10681.15,232.46,157.65,12.7,22.89,42.56
2021-12-09 07:00:00,194.78,173.48,194.78,2403.26,13.19,61.01,95.84,28.61,13.43
2021-12-09 08:00:00,167.37,149.35,167.37,1762.39,6.48,41.13,125.89,22.89,13.43
2021-12-09 09:00:00,163.6,146.98,163.6,1615.52,4.19,35.64,145.91,21.22,14.06
2021-12-09 10:00:00,193.84,173.51,193.84,2243.04,6.71,63.75,115.87,16.45,17.73
2021-12-09 11:00:00,236.83,211.39,236.83,3204.35,10.28,109.67,55.79,13.47,22.04
2021-12-09 12:00:00,269.84,240.67,269.84,4165.65,24.14,143.95,5.72,12.87,25.08
2021-12-09 13:00:00,328.88,291.31,328.88,6141.66,99.24,143.95,0,14.07,32.17
2021-12-09 14:00:00,407.82,357.2,407.82,7904.05,168.09,141.2,0,15.74,41.04
2021-12-09 15:00:00,474.14,411.4,474.14,8438.11,184.18,139.83,0,17.4,47.12
2021-12-09 16:00:00,526.38,452.46,526.38,8758.54,187.75,137.09,0,18.6,51.68
2021-12-09 17:00:00,542.83,462.41,542.83,8544.92,171.66,131.61,0,17.17,49.65
2021-12-09 18:00:00,502.4,424.79,502.4,7476.81,130.53,120.64,0,13.83,41.04
2021-12-09 19:00:00,393.19,337,393.19,5393.98,60.8,112.41,0,10.01,28.63
2021-12-09 20:00:00,327.09,281.62,327.09,4165.65,27.05,105.56,0.03,8.11,23.81
2021-12-09 21:00:00,282.8,242.45,282.8,3417.97,9.72,97.33,0.49,7.33,22.55
2021-12-09 22:00:00,239.21,203.98,239.21,2803.8,1.96,81.57,3.84,6.68,21.28
2021-12-09 23:00:00,202.04,171.45,202.04,2349.85,0.41,63.06,9.3,6.32,20.27
2021-12-10 00:00:00,177.6,150.97,177.6,2109.53,0.37,52.78,11.62,6.44,19.76
2021-12-10 01:00:00,164.19,138.72,164.19,2109.53,2.12,53.47,5.72,7.39,20.52
2021-12-10 02:00:00,177.07,147.42,177.07,2803.8,25.26,58.95,0.15,10.49,26.85
2021-12-10 03:00:00,210.01,173.4,210.01,4325.87,84.94,66.49,0.37,14.66,33.94
2021-12-10 04:00:00,246.7,203.13,246.7,5928.04,148.42,73.34,3.22,18.12,38.5
2021-12-10 05:00:00,253.89,208.48,253.89,6195.07,157.36,80.88,7.87,19.07,36.98
2021-12-10 06:00:00,226.85,187.04,226.85,5073.55,109.97,90.48,17.7,17.17,30.65
2021-12-10 07:00:00,96.26,82.9,96.26,1615.52,11.62,43.18,87.26,16.69,13.3
2021-12-10 08:00:00,95.83,84.33,95.83,1335.14,5.92,31.19,117.3,17.17,11.53
2021-12-10 09:00:00,96.18,85.51,96.18,1321.79,4.36,29.82,131.61,17.88,11.02
2021-12-10 10:00:00,122.45,108.18,122.45,2029.42,9.5,59.63,95.84,15.26,14.69
2021-12-10 11:00:00,162.01,141.8,162.01,3097.53,19.89,101.45,38.98,13.35,19.51
2021-12-10 12:00:00,196.52,171.18,196.52,4272.46,45.6,127.49,3.93,13.11,23.56
2021-12-10 13:00:00,247.54,214.28,247.54,6034.85,103.71,132.98,0,14.19,30.15
2021-12-10 14:00:00,317.07,272.16,317.07,7476.81,151.99,137.09,0,14.9,37.49
2021-12-10 15:00:00,382.16,326.55,382.16,7904.05,157.36,141.2,0,14.66,41.54
2021-12-10 16:00:00,441.78,376.4,441.78,8224.49,159.14,141.2,0,16.21,47.12
2021-12-10 17:00:00,498.26,420.79,498.26,8865.36,177.03,138.46,0,21.22,59.78
2021-12-10 18:00:00,527.6,438.04,527.6,9292.6,193.12,137.09,0,25.27,69.92
2021-12-10 19:00:00,509.79,417.45,509.79,9078.98,189.54,138.46,0,25.51,70.93
2021-12-10 20:00:00,467.59,381.78,467.59,8117.68,159.14,138.46,0,22.41,64.85
2021-12-10 21:00:00,424.76,348.27,424.76,7049.56,121.59,137.09,0,19.79,60.8
2021-12-10 22:00:00,366.21,303.7,366.21,5821.23,79.57,131.61,0,16.45,54.21
2021-12-10 23:00:00,308.34,257.95,308.34,4646.3,46.94,117.9,0,14.07,48.13
2021-12-11 00:00:00,267.2,224.74,267.2,3898.62,29.5,101.45,0.01,13.11,44.58
2021-12-11 01:00:00,234.63,196.83,234.63,3417.97,24.59,85,0.01,13.23,43.06
2021-12-11 02:00:00,239.2,198.61,239.2,3898.62,50.07,78.14,0,17.88,52.69
2021-12-11 03:00:00,285.06,235.62,285.06,5714.42,121.59,83.63,0.32,26.7,71.94
2021-12-11 04:00:00,361.82,299.34,361.82,8224.49,216.36,98.71,2.95,39.1,100.31
2021-12-11 05:00:00,433.52,361.73,433.52,10253.91,271.8,124.75,6.88,48.16,121.59
2021-12-11 06:00:00,454,388.73,454,10467.53,246.76,167.25,14.13,45.78,108.42
2021-12-11 07:00:00,105.25,92.74,105.25,2029.42,17.21,62.38,84.4,31.47,18.49
2021-12-11 08:00:00,100.8,90.05,100.8,1588.82,9.83,47.98,110.15,31.95,13.81
2021-12-11 09:00:00,109.22,98.58,109.22,1495.36,6.98,45.24,125.89,33.86,12.41
2021-12-11 10:00:00,145.89,130.01,145.89,2483.37,17.21,84.31,76.53,29.8,17.73
2021-12-11 11:00:00,199.95,176.15,199.95,4058.84,47.83,127.49,20.21,24.56,27.61
2021-12-11 12:00:00,247.15,216.36,247.15,5661.01,102.82,146.69,1.56,25.75,42.56
2021-12-11 13:00:00,311.7,272.05,311.7,8331.3,194.91,178.22,0,36.24,68.9
2021-12-11 14:00:00,398.64,347.82,398.64,11535.64,286.1,219.35,0,52.45,101.33
