Date,AQI,PM2.5,PM10,CO,NO,NO2,O3,SO2,NH3
2022-10-16,231.35,190.26,231.35,6159.46,93.86,156.76,39.45,29.87,55.12
2022-10-17,173.78,138.43,173.78,3238.56,27.23,94.65,57.0,33.35,36.77
2022-10-18,102.07,79.33,102.07,2206.88,19.73,59.77,55.01,14.29,22.41
2022-10-19,49.34,40.75,49.34,1867.26,25.57,43.41,80.99,11.07,10.66
2022-10-20,104.57,85.92,104.57,3221.31,51.53,75.81,47.81,11.66,21.63
2022-10-21,143.22,119.43,143.22,4150.63,63.24,109.16,34.29,16.48,36.82
2022-10-22,141.67,120.65,141.67,4168.99,59.77,127.65,37.72,24.18,47.12
2022-10-23,159.83,136.57,159.83,4390.68,68.12,125.8,37.13,19.47,42.67
2022-10-24,168.98,144.61,168.98,4614.87,77.06,123.26,38.85,20.76,48.05
2022-10-25,218.62,181.88,218.62,6966.95,144.07,164.19,31.14,35.18,70.51
2022-10-26,192.4,153.39,192.4,4663.55,77.93,118.5,41.57,21.03,49.26
2022-10-27,181.29,145.4,181.29,4502.77,76.82,115.13,31.6,15.54,35.72
2022-10-28,165.83,138.66,165.83,4487.75,65.59,130.33,35.4,20.05,49.44
2022-10-29,148.16,121.19,148.16,3823.52,54.55,107.8,34.35,17.55,43.98
2022-10-30,209.61,170.42,209.61,5880.2,120.02,133.25,42.49,44.17,53.57
2022-10-31,171.06,135.47,171.06,5400.38,128.26,94.99,23.91,23.02,41.99
2022-11-01,194.04,155.32,194.04,4276.36,81.39,80.53,57.36,16.42,32.83
2022-11-02,178.72,143.37,178.72,4341.41,77.9,96.77,37.04,17.76,18.59
2022-11-03,361.92,298.38,361.92,9677.17,215.84,176.65,22.54,40.24,15.1
2022-11-04,211.56,179.41,211.56,3533.36,37.18,89.02,25.26,14.6,12.25
2022-11-05,68.71,58.43,68.71,2298.67,29.23,57.36,25.9,12.58,7.17
2022-11-06,117.3,94.8,117.3,3644.11,77.69,70.47,36.6,16.56,18.42
2022-11-07,197.94,157.0,197.94,5841.81,145.46,87.15,19.64,22.24,33.17
2022-11-08,161.2,133.63,161.2,5652.39,141.43,85.32,38.46,25.36,37.13
2022-11-09,144.38,117.36,144.38,3899.46,74.75,75.14,37.08,15.76,26.98
2022-11-10,137.12,113.58,137.12,3434.1,54.01,77.48,35.62,10.47,19.26
2022-11-11,193.24,163.5,193.24,4342.83,75.46,95.35,27.36,15.7,35.39
2022-11-12,142.41,118.69,142.41,3456.91,58.15,80.88,15.96,15.39,35.67
2022-11-13,83.64,70.3,83.64,2363.48,33.07,58.58,24.0,18.33,9.25
2022-11-14,121.76,97.59,121.76,2973.48,45.7,64.51,33.37,11.94,16.05
2022-11-15,309.14,261.5,309.14,7703.23,181.3,116.2,20.8,38.07,59.96
2022-11-16,202.03,174.64,202.03,4212.94,65.01,83.96,50.79,16.66,26.48
2022-11-17,281.73,239.82,281.73,6870.98,139.56,148.23,26.21,42.57,59.41
2022-11-18,228.47,199.29,228.47,4988.99,83.53,120.63,15.83,24.23,52.84
2022-11-19,72.18,59.73,72.18,1556.83,9.84,45.1,46.12,6.9,11.19
2022-11-20,151.75,125.97,151.75,3225.49,47.5,72.16,24.96,10.49,20.85
2022-11-21,149.05,127.64,149.05,2335.95,10.25,72.02,42.51,9.35,18.1
2022-11-22,178.81,150.99,178.81,3295.02,38.44,84.85,24.78,11.52,23.14
2022-11-23,296.01,248.54,296.01,7609.21,162.44,140.63,17.26,28.12,46.7
2022-11-24,410.04,356.8,410.04,8659.52,180.79,171.53,23.91,59.4,67.53
2022-11-25,326.32,289.41,326.32,5838.47,96.25,120.53,32.27,17.97,39.91
2022-11-26,323.3,286.63,323.3,6078.8,112.22,125.71,25.22,24.56,56.02
2022-11-27,405.54,359.8,405.54,8756.88,191.12,169.45,22.14,49.07,84.42
2022-11-28,400.69,354.1,400.69,7442.87,141.6,156.2,24.34,32.38,62.93
2022-11-29,380.83,334.15,380.83,6386.44,117.17,132.52,24.13,22.2,46.83
2022-11-30,438.05,384.55,438.05,7627.01,142.83,145.83,23.58,27.89,63.09
2022-12-01,423.43,354.35,423.43,8309.6,167.32,134.98,23.78,33.85,66.85
2022-12-02,403.04,348.43,403.04,5240.44,66.74,104.7,36.32,24.59,39.09
2022-12-03,330.07,289.2,330.07,4324.2,56.13,86.3,29.43,13.61,31.9
2022-12-04,441.37,385.6,441.37,8066.49,162.65,146.6,20.69,51.1,89.82
2022-12-05,320.29,277.18,320.29,4858.26,75.21,100.45,26.72,16.78,36.23
2022-12-06,270.32,233.72,270.32,3901.4,45.93,87.74,32.44,11.27,24.99
2022-12-07,303.14,256.75,303.14,5702.18,107.52,110.79,10.4,27.79,44.24
2022-12-08,349.98,291.39,349.98,8322.4,208.02,100.88,0.0,29.76,81.4
2022-12-11,71.87,58.9,71.87,1447.52,2.78,47.34,53.24,7.33,12.37
2022-12-11,186.43,157.34,186.43,3203.79,32.21,77.5,28.3,19.71,25.59
2022-12-12,115.49,97.75,115.49,1446.13,1.97,36.27,69.06,8.54,10.85
2022-12-13,144.49,119.76,144.49,2802.13,43.32,59.86,50.44,11.39,21.18
2022-12-14,283.63,244.76,283.63,4826.55,78.56,102.45,26.69,17.41,39.87
2022-12-15,450.97,392.65,450.97,8266.77,158.0,156.57,22.68,34.77,64.3
2022-12-16,426.03,377.37,426.03,6727.46,112.39,122.87,25.93,27.38,54.85
2022-12-17,384.79,340.02,384.79,6129.42,88.39,132.12,30.56,31.82,61.62
2022-12-18,518.68,457.14,518.68,7955.23,138.47,150.86,27.24,52.63,76.33
2022-12-19,458.69,408.83,458.69,6443.18,100.23,132.72,23.49,31.52,57.4
2022-12-20,381.01,336.57,381.01,5795.64,95.2,121.7,18.0,36.78,50.55
2022-12-21,404.5,353.42,404.5,6222.88,107.34,120.81,20.68,26.38,37.46
2022-12-22,513.49,445.83,513.49,8923.77,178.07,158.51,20.69,39.62,73.06
2022-12-23,437.62,385.89,437.62,4878.84,53.23,88.82,56.31,26.93,38.86
2022-12-24,256.22,231.51,256.22,2140.68,0.0,44.1,43.87,3.91,10.77
2022-12-26,341.67,296.1,341.67,5475.57,90.68,105.84,30.98,19.6,38.88
2022-12-26,220.23,189.75,220.23,3203.79,26.77,80.98,33.57,11.25,23.95
2022-12-27,362.31,307.29,362.31,7531.33,165.19,133.06,15.78,34.82,69.43
2022-12-28,291.72,240.4,291.72,6527.74,140.8,104.16,0.83,24.35,47.84
2022-12-29,127.65,108.92,127.65,2678.63,27.65,67.52,23.46,15.55,8.44
2022-12-30,132.04,113.34,132.04,2112.31,10.82,52.04,51.15,6.51,9.43
2022-12-31,307.33,266.39,307.33,5641.54,100.78,108.12,20.21,26.82,62.12
2023-01-01,418.25,364.71,418.25,6805.34,114.88,124.92,23.23,33.18,64.88
2023-01-02,409.3,365.35,409.3,5264.92,66.85,107.65,44.99,28.91,59.95
2023-01-03,271.24,232.97,271.24,4334.21,67.57,86.65,30.74,15.41,31.97
2023-01-04,357.39,305.95,357.39,6466.55,125.83,133.72,18.21,34.31,73.21
2023-01-05,403.96,348.28,403.96,6780.31,129.46,120.01,18.44,28.91,62.19
2023-01-06,471.2,420.17,471.2,6860.42,123.37,105.36,25.73,16.81,42.67
2023-01-07,249.48,212.16,249.48,4647.41,95.33,69.89,2.83,11.18,30.33
2023-01-08,155.3,123.92,155.3,3417.41,66.98,55.94,8.52,8.87,14.54
2023-01-09,193.88,160.15,193.88,3533.12,54.87,67.56,17.0,10.7,17.84
2023-01-10,159.97,140.35,159.97,2727.59,23.17,58.88,18.71,11.27,12.07
2023-01-11,120.2,102.78,120.2,2581.83,29.42,56.24,18.42,12.37,10.42
2023-01-12,106.84,88.16,106.84,3296.14,66.17,63.85,19.2,20.46,15.91
2023-01-13,133.57,111.77,133.57,2446.09,26.21,57.47,51.48,12.57,19.16
2023-01-14,154.23,134.6,154.23,1967.67,5.49,46.43,72.7,7.6,11.87
2023-01-15,171.31,148.31,171.31,2284.21,7.39,58.22,72.04,11.26,17.29
2023-01-16,217.32,186.83,217.32,3144.26,32.19,69.94,56.75,10.9,23.02
2023-01-17,365.83,317.73,365.83,5726.1,91.32,111.46,23.55,21.15,47.81
2023-01-18,570.01,497.19,570.01,10046.4,217.31,141.19,16.15,35.96,71.14
2023-01-19,230.47,187.08,230.47,5229.04,118.03,78.57,20.88,21.71,35.69
2023-01-20,186.21,154.01,186.21,4318.36,82.23,69.55,21.27,19.75,33.11
2023-01-21,165.76,136.8,165.76,3847.72,70.9,75.8,19.08,17.91,27.2
2023-01-22,154.53,125.67,154.53,3110.89,45.76,65.16,33.42,13.4,12.88
2023-01-23,151.92,125.31,151.92,3238.28,39.08,76.34,14.33,15.38,15.02
2023-01-24,202.43,171.16,202.43,5974.22,151.1,83.18,22.26,30.38,42.21
2023-01-25,139.6,117.9,139.6,2710.34,34.46,59.48,65.14,12.62,17.01
2023-01-26,138.66,119.36,138.66,1768.51,3.45,44.66,84.92,9.88,15.46
2023-01-27,131.88,110.81,131.88,2090.06,12.88,55.48,36.2,7.21,17.88
2023-01-28,123.37,104.81,123.37,1726.79,11.66,37.19,56.21,6.93,15.06
2023-01-29,75.02,61.89,75.02,2287.27,34.06,47.45,37.53,15.04,8.75
2023-01-30,142.91,118.63,142.91,2555.97,32.49,48.68,54.01,12.88,19.66
2023-01-31,122.48,104.0,122.48,1816.35,2.83,52.73,72.05,9.85,20.46
2023-02-01,181.74,153.38,181.74,2735.38,25.55,63.12,60.85,10.34,37.67
2023-02-02,159.29,129.68,159.29,2872.78,36.12,66.95,10.77,9.7,34.41
2023-02-03,113.12,92.78,113.12,1765.45,12.2,45.01,44.97,6.83,19.04
2023-02-04,183.28,155.71,183.28,3454.96,54.65,71.13,27.18,12.66,36.26
2023-02-05,135.05,113.68,135.05,3534.79,76.93,59.0,48.98,27.98,37.04
2023-02-06,150.06,127.62,150.06,2771.54,38.26,60.05,51.12,10.0,24.32
2023-02-07,373.15,319.13,373.15,7016.74,148.07,116.26,21.57,29.85,100.56
2023-02-08,165.05,138.58,165.05,3613.79,62.55,71.33,16.3,16.32,40.59
2023-02-09,150.51,125.46,150.51,3149.27,48.13,67.62,33.06,13.33,22.6
2023-02-10,169.16,136.46,169.16,3205.74,47.05,68.06,31.57,11.46,34.59
2023-02-11,111.41,91.07,111.41,2105.91,24.13,49.78,57.64,10.06,39.06
2023-02-12,150.41,128.81,150.41,2718.96,38.76,56.91,88.83,11.47,36.71
2023-02-13,286.16,249.43,286.16,4313.07,52.91,99.52,53.51,16.04,59.04
2023-02-14,302.07,265.9,302.07,3926.99,35.67,94.39,58.07,12.91,46.11
2023-02-15,354.33,302.62,354.33,6267.95,115.73,114.73,32.7,23.27,73.97
2023-02-16,444.72,378.79,444.72,9270.35,203.91,154.11,21.62,40.52,129.73
2023-02-17,441.03,371.45,441.03,8426.98,166.18,149.34,23.97,33.15,118.82
2023-02-18,270.18,201.18,270.18,2540.67,16.98,62.78,71.78,11.55,33.66
2023-02-19,160.05,123.76,160.05,3561.22,61.08,58.76,33.67,14.2,36.8
2023-02-20,203.96,165.87,203.96,4108.91,66.43,75.89,44.97,14.84,34.91
2023-02-21,281.89,229.33,281.89,6062.11,119.03,119.34,26.05,35.17,91.67
2023-02-22,263.16,210.66,263.16,5086.9,81.18,108.76,0.49,17.91,86.63
2023-02-25,111.55,93.51,111.55,2368.77,41.8,42.46,88.8,14.17,41.45
2023-02-25,117.36,97.45,117.36,3307.82,53.25,74.35,40.41,34.07,50.91
2023-02-26,156.38,125.91,156.38,3836.31,68.52,76.01,38.97,18.74,63.12
2023-02-27,113.4,90.19,113.4,2402.7,25.61,65.26,43.87,28.22,41.69
2023-02-28,52.53,40.81,52.53,1944.03,27.15,46.85,49.77,15.62,20.72
2023-03-01,61.05,49.13,61.05,2150.7,21.76,59.79,35.58,17.61,18.71
2023-03-02,122.03,98.33,122.03,3190.99,58.25,59.93,38.55,12.58,54.13
2023-03-03,117.12,92.91,117.12,2781.55,35.05,62.49,0.6,4.32,38.93
2023-03-05,93.2,77.14,93.2,2480.03,36.93,57.42,56.58,11.13,46.79
2023-03-05,152.5,124.77,152.5,3839.1,73.27,77.39,39.02,16.66,82.12
2023-03-06,164.42,132.12,164.42,3993.47,75.62,84.25,38.07,22.06,109.39
2023-03-07,182.2,149.41,182.2,3966.21,66.92,89.17,48.03,25.66,99.44
2023-03-08,167.93,136.28,167.93,3241.34,38.06,85.01,61.49,18.46,60.62
2023-03-09,197.5,162.63,197.5,4529.48,78.3,106.88,48.48,24.67,111.52
2023-03-10,168.45,136.78,168.45,3364.28,43.78,94.23,75.99,26.35,112.75
2023-03-11,124.77,101.41,124.77,2107.3,21.95,56.49,59.09,10.88,52.56
2023-03-12,102.3,84.09,102.3,2438.03,36.43,55.64,57.61,11.57,47.99
2023-03-13,185.07,149.42,185.07,4073.3,67.27,92.39,47.81,24.19,116.26
2023-03-14,123.96,94.94,123.96,2844.14,41.18,68.14,43.09,16.5,65.29
2023-03-15,156.36,127.32,156.36,4149.24,66.46,96.81,26.33,23.9,59.07
2023-03-16,94.77,80.73,94.77,3468.04,69.3,65.99,37.97,13.41,31.61
2023-03-17,100.9,82.84,100.9,3110.33,52.72,63.02,42.17,12.48,43.78
2023-03-18,114.98,93.1,114.98,3643.55,62.76,73.09,42.53,18.45,89.91
2023-03-19,167.37,137.99,167.37,4713.34,94.59,88.39,49.35,41.27,118.67
2023-03-20,211.11,177.32,211.11,5787.02,123.79,101.13,46.82,33.34,135.11
2023-03-21,166.73,138.79,166.73,4363.14,83.27,81.38,43.01,27.58,77.91
2023-03-22,155.32,136.95,155.32,4169.54,69.03,88.68,37.76,27.28,61.73
2023-03-23,109.43,90.34,109.43,2600.19,38.52,52.89,54.31,12.55,70.24
2023-03-24,50.79,42.68,50.79,2044.99,42.6,31.38,52.34,10.2,15.33
2023-03-25,68.93,56.24,68.93,1731.79,16.39,43.3,52.79,8.45,25.4
2023-03-26,111.27,92.94,111.27,2382.68,22.13,63.98,57.42,12.58,50.82
2023-03-27,164.98,140.04,164.98,3223.26,36.02,79.11,45.61,14.8,80.52
2023-03-28,185.23,157.6,185.23,3202.12,35.25,75.43,62.04,20.63,83.94
2023-03-29,81.29,68.03,81.29,1874.21,12.55,56.42,37.62,18.64,23.6
2023-03-30,67.79,57.34,67.79,2104.24,18.78,55.02,28.31,13.28,13.28
2023-03-31,52.84,42.23,52.84,2172.67,39.25,39.92,44.32,9.49,22.05
2023-04-01,78.7,65.23,78.7,2374.61,41.39,48.21,69.48,24.47,56.71
2023-04-02,69.47,59.81,69.47,2226.91,29.19,51.33,34.86,14.52,27.55
2023-04-03,90.38,77.09,90.38,3244.12,56.92,63.3,59.23,23.39,22.23
2023-04-04,109.59,91.44,109.59,3225.49,55.45,60.89,48.02,10.19,27.28
2023-04-05,60.57,48.15,60.57,1847.51,11.7,56.3,67.17,13.38,20.28
2023-04-06,48.2,38.2,48.2,1213.59,2.01,37.46,101.97,7.57,21.81
2023-04-07,80.08,66.15,80.08,2010.78,17.47,54.51,76.8,8.96,36.71
2023-04-08,131.53,111.19,131.53,2929.53,28.43,84.69,68.51,15.12,66.72
2023-04-09,101.42,81.56,101.42,2579.89,33.33,68.17,62.12,10.5,40.25
2023-04-10,117.96,89.06,117.96,3333.97,55.6,83.38,45.91,14.49,64.1
2023-04-11,116.22,84.54,116.22,2581.28,23.33,81.96,58.55,11.11,37.48
2023-04-12,113.59,79.86,113.59,2278.09,22.94,65.62,66.27,9.76,35.05
2023-04-13,152.25,113.51,152.25,3436.05,42.05,95.72,62.34,17.11,57.53
2023-04-14,117.03,82.99,117.03,2363.48,17.66,72.35,74.97,15.16,46.93
2023-04-15,46.53,33.73,46.53,1057.27,1.13,38.54,72.49,6.91,20.54
2023-04-16,37.7,27.54,37.7,1036.68,2.79,33.06,86.8,13.3,21.34
2023-04-17,34.28,28.35,34.28,1025.84,0.39,33.74,73.99,9.16,11.23
2023-04-18,22.46,18.42,22.46,976.46,1.13,32.02,59.84,10.63,8.05
2023-04-19,41.04,32.95,41.04,1781.3,21.11,41.93,57.07,20.84,11.72
2023-04-20,98.45,82.91,98.45,3700.57,72.66,61.11,50.92,25.2,23.81
2023-04-21,81.44,67.66,81.44,3271.1,56.65,65.95,54.22,22.35,38.86
2023-04-22,84.08,69.53,84.08,2569.6,24.96,74.71,73.13,14.51,49.78
2023-04-23,169.97,143.39,169.97,4572.03,58.7,129.62,73.07,28.75,98.71
2023-04-24,134.71,107.26,134.71,3541.47,48.26,87.57,66.42,19.54,64.03
2023-04-25,100.71,80.06,100.71,3099.48,50.75,67.4,56.59,23.25,44.91
2023-04-26,70.67,53.61,70.67,2371.55,37.26,51.38,62.71,15.43,48.18
2023-04-27,86.95,71.61,86.95,3365.4,39.93,98.99,80.59,17.61,33.37
2023-04-28,92.39,72.12,92.39,2684.2,34.65,65.0,68.93,10.69,50.0
2023-04-29,97.56,76.26,97.56,2183.24,15.49,57.91,79.86,13.53,43.93
2023-04-30,64.27,53.38,64.27,2865.27,54.47,51.57,55.34,13.73,22.8
2023-05-01,71.19,58.84,71.19,3755.65,83.38,62.14,34.16,15.56,20.0
2023-05-02,105.97,88.62,105.97,4685.24,104.18,82.13,69.0,27.56,37.85
2023-05-03,74.08,59.13,74.08,3230.77,53.29,76.49,35.24,22.68,40.99
2023-05-04,50.06,40.44,50.06,2054.73,23.75,49.64,60.45,10.13,13.13
2023-05-05,55.86,45.67,55.86,2350.69,27.66,54.46,53.9,12.39,19.13
2023-05-06,24.76,18.82,24.76,1228.33,8.97,31.8,66.14,8.94,8.86
2023-05-07,59.98,48.12,59.98,2865.55,44.75,79.95,66.78,15.16,24.54
2023-05-08,76.28,61.33,76.28,3040.51,49.8,72.88,68.55,15.91,29.61
2023-05-09,36.68,29.58,36.68,1226.66,3.92,39.85,108.67,6.98,12.98
2023-05-10,87.17,70.85,87.17,3314.5,38.68,101.16,95.91,19.28,28.75
2023-05-11,95.16,76.61,95.16,3333.13,30.04,110.05,83.94,16.62,39.81
2023-05-12,65.81,50.34,65.81,2138.04,17.6,63.64,96.88,16.34,31.22
2023-05-13,51.27,39.17,51.27,1918.02,18.06,55.8,77.02,10.7,24.74
2023-05-14,62.34,44.99,62.34,2300.06,22.25,74.72,73.24,16.76,30.21
2023-05-15,47.79,33.1,47.79,1596.33,12.9,51.97,56.28,9.32,19.53
2023-05-16,52.68,39.01,52.68,1639.58,17.54,46.63,76.3,10.83,20.11
2023-05-17,63.9,50.92,63.9,2525.09,21.62,76.16,60.62,15.27,18.54
2023-05-18,49.07,37.6,49.07,2153.06,23.93,66.18,73.11,9.45,18.55
2023-05-19,52.64,38.16,52.64,1813.43,13.06,60.69,68.49,9.36,20.75
2023-05-20,60.67,39.24,60.67,1740.42,14.61,58.34,68.86,10.13,22.0
2023-05-21,96.72,64.74,96.72,3070.69,47.81,83.04,65.11,18.44,36.49
2023-05-22,47.69,31.25,47.69,1659.47,19.59,44.16,77.26,12.01,17.22
2023-05-23,21.84,17.13,21.84,771.74,0.56,24.01,94.34,9.16,7.78
2023-05-24,25.78,20.11,25.78,1125.69,7.75,30.72,68.0,9.49,9.22
2023-05-25,56.51,44.26,56.51,2765.69,59.62,46.54,55.46,10.72,19.28
2023-05-26,64.07,50.63,64.07,2426.35,30.79,64.65,77.44,13.99,22.65
2023-05-27,52.76,41.42,52.76,1425.68,7.05,42.54,82.37,9.59,21.46
2023-05-28,49.63,39.15,49.63,1543.48,11.52,42.87,74.23,10.86,21.12
2023-05-29,42.74,35.63,42.74,1668.1,11.33,48.23,60.15,12.88,12.1
2023-05-30,31.87,25.41,31.87,1446.41,15.45,36.44,58.46,10.59,9.87
2023-05-31,33.77,30.05,33.77,2429.96,56.66,39.28,56.55,11.01,7.16
2023-06-01,36.35,31.03,36.35,1761.0,18.39,47.34,95.11,13.23,10.04
2023-06-02,67.6,57.29,67.6,2809.64,37.82,74.37,77.44,14.45,30.18
2023-06-03,41.27,35.36,41.27,1548.49,9.24,41.98,91.59,14.64,15.38
2023-06-04,57.05,47.19,57.05,2791.29,34.75,88.12,83.34,17.99,27.2
2023-06-05,57.95,44.92,57.95,2999.34,51.93,79.98,70.09,16.38,35.08
2023-06-06,71.17,57.66,71.17,3679.43,70.79,92.59,65.86,18.31,41.97
2023-06-07,115.36,96.9,115.36,4716.67,58.48,143.14,103.56,32.22,46.71
2023-06-08,86.73,62.3,86.73,2044.44,13.56,68.08,85.6,14.13,25.57
2023-06-09,83.76,53.9,83.76,1589.38,9.38,51.83,80.98,11.46,19.4
2023-06-10,86.77,59.58,86.77,2117.87,18.56,75.5,80.65,13.93,29.85
2023-06-11,145.2,112.37,145.2,4046.32,34.88,138.74,77.74,26.62,44.39
2023-06-12,125.89,97.31,125.89,4179.56,63.6,118.93,85.17,26.13,46.78
2023-06-13,82.84,56.1,82.84,2412.16,36.51,69.23,76.41,14.6,37.0
2023-06-14,70.14,51.28,70.14,1870.31,19.13,57.53,67.91,13.63,27.91
2023-06-15,98.32,79.29,98.32,3578.46,53.57,93.9,99.36,20.24,40.74
2023-06-16,83.76,66.04,83.76,2724.8,21.69,88.54,89.38,15.74,24.8
2023-06-17,72.07,55.73,72.07,2180.74,21.6,68.24,76.13,13.3,32.77
2023-06-18,82.27,62.78,82.27,2850.25,42.37,79.05,79.57,16.8,30.94
2023-06-19,95.25,72.2,95.25,2666.39,34.61,77.19,92.94,15.72,27.0
2023-06-20,106.08,83.56,106.08,2146.24,20.7,64.48,110.91,16.79,26.11
2023-06-21,131.45,88.33,131.45,1580.75,14.16,44.02,114.13,13.8,16.26
2023-06-22,139.79,88.28,139.79,779.11,0.28,15.7,140.82,10.86,14.77
2023-06-23,90.38,54.92,90.38,566.88,0.19,8.67,132.62,7.64,9.54
2023-06-24,51.65,39.01,51.65,687.88,0.41,13.79,114.47,6.45,8.14
2023-06-25,27.89,24.76,27.89,1313.45,11.91,37.06,74.45,10.1,7.18
2023-06-26,43.87,39.12,43.87,1743.48,5.37,56.75,100.85,16.86,8.51
2023-06-27,58.22,52.72,58.22,2699.49,21.29,81.53,114.89,18.94,10.44
2023-06-28,59.68,54.69,59.68,2129.83,18.77,57.94,120.27,14.24,9.91
2023-06-29,82.43,75.94,82.43,3036.06,22.88,112.75,118.05,21.15,18.1
2023-06-30,78.48,70.75,78.48,2958.18,26.58,93.34,113.13,14.51,21.53
2023-07-01,70.4,59.22,70.4,2714.51,28.9,88.93,82.8,14.43,32.88
2023-07-02,71.96,58.4,71.96,1284.8,2.3,36.84,121.16,12.55,11.72
2023-07-03,52.04,42.09,52.04,1252.81,6.42,33.98,103.21,8.77,8.34
2023-07-04,22.16,20.25,22.16,772.57,0.76,19.13,81.38,6.1,3.47
2023-07-05,36.65,33.24,36.65,2257.5,34.91,45.49,69.41,11.56,8.33
2023-07-06,39.29,35.55,39.29,2713.12,45.35,65.02,61.22,12.73,11.99
2023-07-07,23.52,20.51,23.52,1592.99,20.34,34.95,53.32,7.77,6.69
2023-07-08,30.14,26.75,30.14,1352.67,23.22,19.47,92.84,7.86,9.61
2023-07-09,37.99,34.12,37.99,2182.4,23.3,74.65,77.4,12.78,14.82
2023-07-10,89.1,80.72,89.1,3737.29,38.22,130.65,90.97,22.5,41.9
2023-07-11,77.55,61.42,77.55,2034.15,14.49,61.06,91.74,13.19,20.55
2023-07-12,71.54,59.83,71.54,1007.48,0.84,23.86,129.94,11.36,8.37
2023-07-13,73.24,66.24,73.24,2097.84,31.83,42.48,112.0,10.56,9.13
2023-07-14,41.16,38.33,41.16,1638.89,19.4,34.58,90.31,10.97,7.25
2023-07-15,30.92,28.95,30.92,1558.22,15.01,31.15,78.91,7.46,6.0
2023-07-16,54.49,50.1,54.49,2641.36,31.72,61.01,104.88,15.51,11.09
2023-07-17,50.22,47.88,50.22,1090.92,1.42,21.18,116.85,8.92,6.36
2023-07-18,29.39,28.31,29.39,818.89,0.0,7.41,101.57,5.62,3.44
2023-07-20,52.63,49.31,52.63,2546.79,39.72,58.27,99.12,23.2,9.61
2023-07-20,36.36,33.73,36.36,1603.56,16.82,34.85,81.36,8.47,5.97
2023-07-21,16.43,14.98,16.43,831.13,4.09,18.06,59.79,5.41,3.89
2023-07-22,22.01,19.93,22.01,1728.46,28.3,45.57,70.46,14.1,13.65
2023-07-23,45.84,41.5,45.84,3098.65,65.65,68.54,66.44,19.61,22.68
2023-07-24,58.81,53.22,58.81,2672.51,43.63,59.19,44.88,17.47,15.79
2023-07-25,70.11,65.1,70.11,2596.86,35.45,55.86,-365.61,18.25,23.07
2023-07-26,42.35,39.06,42.35,1775.74,14.45,43.7,46.22,10.28,6.52
2023-07-27,55.43,52.15,55.43,2125.66,13.65,50.17,75.07,17.54,6.47
2023-07-28,36.9,34.46,36.9,1668.1,6.61,43.36,65.07,9.28,5.73
2023-07-29,60.31,55.95,60.31,2908.11,35.08,57.0,69.34,8.83,18.13
2023-07-30,78.05,70.01,78.05,3920.04,77.66,84.97,61.04,19.13,39.43
2023-07-31,102.89,90.08,102.89,5003.45,95.22,116.01,86.63,27.12,42.21
2023-08-01,86.54,72.42,86.54,2254.17,12.52,63.39,95.22,15.79,12.11
2023-08-02,70.92,57.81,70.92,2154.59,33.76,46.73,84.69,15.72,10.14
2023-08-03,88.02,69.91,88.02,2509.24,25.32,66.11,60.44,16.1,11.81
2023-08-04,69.61,59.6,69.61,1840.83,18.83,38.82,85.26,11.78,7.63
2023-08-05,63.22,51.53,63.22,1237.79,6.93,29.37,84.87,14.61,10.42
2023-08-06,74.73,64.63,74.73,2504.23,29.05,62.15,84.56,18.9,12.84
2023-08-07,98.27,80.97,98.27,2837.46,34.55,61.22,72.86,11.76,14.48
2023-08-08,137.97,78.62,137.97,1284.52,2.48,36.74,93.32,12.61,10.43
2023-08-09,99.68,64.28,99.68,1105.95,1.21,33.11,86.82,12.64,6.77
2023-08-10,91.51,62.12,91.51,2425.79,42.69,47.1,69.35,13.21,9.63
2023-08-11,103.7,58.63,103.7,1232.23,5.05,35.33,80.15,11.09,8.17
2023-08-12,106.68,60.83,106.68,746.71,0.6,16.39,98.23,8.35,8.01
2023-08-13,57.66,35.78,57.66,988.84,2.99,28.27,68.02,8.63,6.26
2023-08-14,57.39,44.74,57.39,2261.96,41.66,46.58,54.22,16.77,10.56
2023-08-15,99.34,81.8,99.34,3545.64,69.36,76.54,60.57,17.72,21.11
2023-08-16,134.31,103.21,134.31,3665.53,55.52,95.63,79.31,20.91,23.46
2023-08-17,144.52,102.29,144.52,3217.42,49.27,72.23,99.43,19.33,16.59
2023-08-18,168.61,103.76,168.61,2747.34,39.56,64.51,75.86,15.06,19.31
2023-08-19,188.43,107.78,188.43,2435.25,29.85,70.62,85.25,15.21,20.33
2023-08-20,163.9,100.35,163.9,2776.54,43.02,66.02,74.94,14.53,17.48
2023-08-21,151.0,100.66,151.0,2528.98,30.96,68.67,95.99,15.13,18.96
2023-08-22,84.49,63.32,84.49,923.47,0.39,18.54,107.35,9.11,9.24
2023-08-23,41.26,34.73,41.26,1455.03,10.74,33.65,56.06,12.13,5.86
2023-08-24,91.74,79.95,91.74,3730.61,56.45,86.77,54.3,23.99,17.47
2023-08-25,70.2,60.49,70.2,2299.79,23.27,46.9,61.57,13.5,11.57
2023-08-26,78.29,69.57,78.29,2690.87,35.79,62.86,74.41,17.02,34.78
2023-08-27,70.37,62.93,70.37,1759.61,14.11,42.87,108.23,15.24,11.91
2023-08-28,59.47,52.19,59.47,1619.7,10.83,42.84,93.74,9.67,8.5
2023-08-29,111.13,88.45,111.13,3540.08,42.87,103.25,73.81,19.05,29.36
2023-08-30,124.14,87.8,124.14,2559.3,19.87,80.9,86.33,19.03,27.36
