Date,AQI,PM2.5,PM10,CO,NO,NO2,O3,SO2,NH3
2023-08-31,147.75,90.71,147.75,2182.4,8.04,70.41,85.08,23.03,16.53
2023-09-01,134.73,88.59,134.73,2492.27,20.71,64.39,57.91,11.04,17.71
2023-09-02,136.82,104.2,136.82,3413.52,50.06,84.9,60.66,25.79,41.9
2023-09-03,185.93,154.91,185.93,4556.18,50.33,125.69,87.48,35.68,58.62
2023-09-04,121.59,97.45,121.59,2468.35,26.69,69.01,91.28,16.25,22.93
2023-09-05,130.24,106.84,130.24,3454.69,45.83,86.26,65.36,18.09,33.9
2023-09-06,130.54,106.86,130.54,3551.76,55.12,86.71,65.54,18.13,46.9
2023-09-07,133.17,104.31,133.17,3822.68,62.28,100.48,71.4,20.94,49.83
2023-09-08,151.49,113.05,151.49,3154.28,43.36,87.99,94.4,20.37,39.89
2023-09-09,150.87,115.87,150.87,1944.02,20.12,50.01,99.93,14.0,22.0
2023-09-10,147.75,123.36,147.75,2018.85,30.58,41.92,102.28,15.25,17.77
2023-09-11,147.26,117.76,147.26,2814.93,49.83,64.89,94.92,19.97,32.46
2023-09-12,173.17,131.78,173.17,2814.65,43.05,64.8,92.33,17.8,24.53
2023-09-13,135.85,114.56,135.85,1404.96,0.92,38.75,108.3,15.74,14.66
2023-09-14,108.61,92.64,108.61,1278.4,0.73,29.74,122.34,16.42,10.62
2023-09-15,90.48,81.35,90.48,2417.17,22.13,59.26,110.78,15.57,13.81
2023-09-16,116.66,102.49,116.66,3430.76,40.25,78.4,68.43,14.06,22.14
2023-09-17,136.11,120.41,136.11,3997.64,54.83,94.89,64.93,24.92,35.14
2023-09-18,149.76,132.14,149.76,5011.24,77.62,115.45,77.87,23.04,42.08
2023-09-19,178.11,158.75,178.11,5010.13,72.98,127.84,90.26,34.14,56.32
2023-09-20,134.08,118.24,134.08,3940.34,54.87,93.9,81.77,22.64,28.8
2023-09-21,105.15,92.51,105.15,3171.52,32.92,78.17,65.06,32.52,22.29
2023-09-22,61.36,52.11,61.36,2587.68,34.53,56.64,74.84,15.83,17.82
2023-09-23,100.89,85.88,100.89,3547.31,49.93,87.87,68.24,19.44,37.16
2023-09-24,128.55,109.69,128.55,3417.97,40.59,83.22,69.68,21.47,37.7
2023-09-25,132.34,107.33,132.34,3477.22,43.31,82.78,56.72,12.32,32.42
2023-09-26,172.69,132.85,172.69,4027.68,52.47,111.81,49.59,16.71,56.38
2023-09-27,207.95,157.39,207.95,5918.3,105.94,135.55,40.88,23.0,53.87
2023-09-28,87.8,67.09,87.8,1688.96,9.92,49.53,64.6,7.62,18.12
2023-09-29,57.24,37.83,57.24,957.96,0.05,29.36,41.13,3.57,14.82
2023-10-02,198.93,156.04,198.93,6649.76,133.83,168.75,45.7,37.41,62.44
2023-10-02,172.24,137.28,172.24,4150.91,59.69,117.7,48.11,21.06,47.24
2023-10-03,185.24,151.76,185.24,4090.83,49.21,123.81,51.83,21.09,44.52
2023-10-04,198.27,163.05,198.27,4370.93,53.47,119.67,55.49,17.25,38.0
2023-10-05,227.99,189.35,227.99,6119.41,85.4,172.28,53.33,32.53,49.62
2023-10-06,200.71,157.56,200.71,3422.7,28.93,101.23,89.2,24.91,28.16
2023-10-07,165.12,132.71,165.12,3491.12,37.52,103.89,56.09,18.1,37.46
2023-10-08,186.62,149.1,186.62,4391.23,52.87,121.73,53.9,29.08,50.05
2023-10-09,138.61,109.73,138.61,3436.33,55.96,74.07,54.8,17.08,22.84
2023-10-10,157.0,131.01,157.0,4515.01,63.75,125.85,68.71,21.56,34.52
2023-10-11,244.15,206.62,244.15,6792.54,102.91,173.43,45.8,36.35,56.04
2023-10-12,214.76,176.53,214.76,3956.2,30.99,122.52,66.43,28.27,32.05
2023-10-13,118.34,104.28,118.34,3315.61,56.93,65.65,60.21,15.08,20.32
2023-10-14,106.55,88.55,106.55,3829.64,77.51,69.41,42.16,16.21,24.59
2023-10-15,45.11,36.1,45.11,1839.72,21.87,48.3,27.25,9.94,8.93
2023-10-16,41.56,33.24,41.56,2002.44,34.57,44.78,40.12,13.01,7.14
2023-10-17,83.72,68.88,83.72,2741.22,47.56,58.36,45.51,9.22,13.67
2023-10-18,187.33,161.95,187.33,5144.2,87.42,114.34,41.51,17.97,31.61
2023-10-19,243.7,214.99,243.7,5467.41,81.85,139.33,41.52,23.65,55.75
2023-10-20,227.39,201.25,227.39,4531.15,49.85,117.62,59.8,20.32,43.92
2023-10-21,186.67,165.61,186.67,4452.71,67.38,80.96,57.05,14.04,24.1
2023-10-22,136.68,114.55,136.68,4236.58,77.97,91.42,38.04,15.92,32.44
2023-10-23,230.33,194.54,230.33,6546.66,122.13,143.27,30.36,29.22,64.59
2023-10-24,172.67,144.88,172.67,4125.04,58.89,94.38,40.44,12.49,29.52
2023-10-25,228.0,196.53,228.0,6024.28,99.93,156.58,37.18,23.52,51.23
2023-10-26,197.31,169.0,197.31,5418.18,79.05,156.62,30.69,25.32,54.38
2023-10-27,156.14,131.89,156.14,3556.77,35.36,108.96,36.78,16.61,37.43
2023-10-28,159.18,132.09,159.18,3317.0,29.42,104.45,38.29,16.15,40.1
2023-10-29,151.98,115.17,151.98,4050.77,68.34,102.06,25.99,20.93,45.27
2023-10-30,164.26,122.39,164.26,3731.17,53.93,99.72,27.22,17.36,38.92
2023-10-31,159.41,125.24,159.41,3866.35,63.48,89.74,15.09,18.71,34.25
2023-11-01,177.82,144.99,177.82,4050.21,64.05,98.21,25.87,17.62,29.9
2023-11-02,228.02,191.97,228.02,4317.24,55.36,112.26,25.82,18.39,33.41
2023-11-03,215.04,182.23,215.04,4106.68,42.41,117.26,30.32,20.39,40.29
2023-11-04,140.89,118.24,140.89,2803.25,28.12,80.99,30.83,13.34,29.1
2023-11-05,178.99,146.15,178.99,4055.78,62.03,97.46,20.34,22.04,41.07
2023-11-06,209.69,174.99,209.69,4485.25,78.05,102.51,18.7,21.68,42.22
2023-11-07,213.28,182.03,213.28,5783.68,119.34,111.22,30.28,31.62,39.62
2023-11-08,127.0,103.53,127.0,3442.45,41.01,88.02,31.55,22.44,23.01
2023-11-09,89.38,73.77,89.38,3245.79,56.74,80.8,29.37,20.22,21.13
2023-11-10,125.58,99.87,125.58,3170.69,46.29,78.11,31.08,11.94,26.21
2023-11-11,180.87,154.81,180.87,3223.26,33.22,82.93,30.21,13.09,27.18
2023-11-12,296.35,259.86,296.35,5679.92,82.25,136.32,26.79,30.48,52.6
2023-11-13,308.02,269.63,308.02,4822.1,61.12,114.97,25.92,19.81,37.72
2023-11-14,204.93,171.17,204.93,3809.61,54.36,93.26,21.51,13.82,28.46
2023-11-15,288.31,243.66,288.31,6578.92,117.12,168.62,19.26,48.24,61.97
2023-11-16,330.12,285.86,330.12,5910.24,87.94,145.92,23.68,31.98,50.45
2023-11-17,372.13,328.97,372.13,5589.8,55.5,161.65,30.54,34.71,50.91
2023-11-18,268.43,236.38,268.43,4905.82,66.0,128.91,22.53,24.76,43.6
2023-11-19,241.68,209.15,241.68,3634.93,43.67,88.95,28.09,12.98,23.29
2023-11-20,278.3,241.69,278.3,3860.24,42.57,93.44,30.12,13.53,26.66
2023-11-21,300.95,256.61,300.95,5543.07,78.59,131.71,26.43,22.06,36.5
2023-11-22,250.44,206.43,250.44,5220.41,88.42,122.33,23.98,29.16,46.02
2023-11-23,194.55,163.89,194.55,3421.31,36.74,96.28,25.07,14.12,25.02
2023-11-24,176.48,144.65,176.48,4102.23,75.22,89.15,13.15,16.29,34.79
2023-11-25,291.84,241.32,291.84,7185.3,129.98,157.88,10.85,35.01,63.78
2023-11-26,258.76,218.09,258.76,4820.98,71.27,113.33,10.43,18.0,35.66
2023-11-27,249.04,210.43,249.04,4869.38,79.62,104.86,22.33,19.17,32.47
2023-11-28,257.47,213.75,257.47,6149.45,118.0,129.61,7.54,26.3,42.59
2023-11-29,93.68,72.35,93.68,2809.64,47.94,58.55,13.0,10.96,15.34
2023-11-30,91.0,69.99,91.0,2193.81,25.16,55.82,25.97,10.01,16.42
2023-12-01,141.14,114.65,141.14,2770.42,29.17,66.66,23.19,9.03,18.66
2023-12-02,203.82,167.3,203.82,4204.59,66.69,98.11,10.8,25.53,42.9
2023-12-03,215.22,177.84,215.22,4011.55,61.92,89.71,18.24,17.21,37.03
2023-12-04,247.06,200.48,247.06,4542.83,74.25,101.75,20.87,31.12,38.2
2023-12-05,279.22,236.46,279.22,4378.72,60.89,102.05,21.55,18.62,36.17
2023-12-06,300.98,256.36,300.98,4563.41,60.52,108.53,19.72,19.2,40.22
2023-12-07,353.31,300.87,353.31,6903.25,119.05,151.21,20.03,37.0,63.07
2023-12-08,317.11,275.51,317.11,5079.11,67.89,123.31,26.41,28.14,47.13
2023-12-09,220.26,192.51,220.26,2727.59,17.96,67.43,36.42,11.93,26.31
2023-12-10,258.84,210.25,258.84,4311.4,61.88,91.34,22.54,19.58,42.23
2023-12-11,298.93,250.43,298.93,5511.36,101.17,118.96,19.5,42.72,65.41
2023-12-12,283.47,236.97,283.47,5219.3,92.85,109.67,13.88,30.9,51.87
2023-12-13,301.9,256.48,301.9,4482.19,62.47,99.53,19.75,20.28,40.21
2023-12-14,385.67,330.39,385.67,6773.63,104.91,149.37,18.0,43.97,59.11
2023-12-15,325.78,280.95,325.78,5223.75,77.73,116.27,13.89,29.57,45.47
2023-12-16,176.97,144.35,176.97,2783.22,30.22,59.85,35.26,11.92,24.2
2023-12-17,135.53,111.56,135.53,2164.05,16.74,55.26,43.4,8.6,14.75
2023-12-18,209.6,175.2,209.6,3208.24,31.99,83.61,25.77,12.45,26.9
2023-12-19,225.23,188.4,225.23,3464.7,36.2,89.31,21.03,11.39,28.14
2023-12-20,374.76,323.29,374.76,5569.78,66.3,139.36,25.59,23.96,52.35
2023-12-21,459.39,394.98,459.39,8026.44,116.89,185.47,10.17,38.23,72.4
2023-12-22,354.55,316.78,354.55,4587.89,31.57,107.15,28.33,11.17,20.62
2023-12-23,170.3,143.23,170.3,2624.11,25.23,65.29,16.06,8.47,20.71
2023-12-24,147.28,121.87,147.28,3098.65,43.59,73.14,34.32,15.21,30.05
2023-12-25,305.46,256.13,305.46,6433.17,104.32,147.83,17.16,38.56,70.38
2023-12-26,313.21,266.94,313.21,4922.79,59.41,117.91,28.56,23.96,47.84
2023-12-27,273.27,230.01,273.27,4340.89,49.79,108.53,25.04,18.56,32.24
2023-12-28,305.27,254.92,305.27,4922.23,79.45,94.02,18.04,22.02,38.78
2023-12-29,448.13,397.56,448.13,7018.41,104.72,146.74,26.89,25.95,52.16
2023-12-30,338.02,298.07,338.02,4587.33,51.85,112.77,22.27,18.66,38.66
2023-12-31,367.26,324.59,367.26,4813.19,57.4,114.07,21.0,24.91,51.57
2024-01-01,450.18,396.66,450.18,6437.62,86.28,147.09,13.25,34.62,50.21
2024-01-02,609.02,546.78,609.02,7708.23,100.07,151.2,19.52,43.99,57.94
2024-01-03,483.48,430.71,483.48,6531.08,95.99,132.18,12.75,27.51,54.99
2024-01-04,492.03,442.65,492.03,6918.27,110.22,145.17,11.26,34.12,59.86
2024-01-05,417.46,375.16,417.46,5145.87,53.84,130.32,19.8,23.55,48.25
2024-01-06,443.37,400.87,443.37,5549.75,57.71,129.44,23.67,25.35,49.9
2024-01-07,555.35,502.15,555.35,7512.41,92.07,176.56,20.91,37.76,62.43
2024-01-08,345.79,308.43,345.79,3475.82,15.37,81.0,1.56,5.17,11.36
2024-01-10,340.92,302.03,340.92,3882.3,33.31,87.07,53.35,16.19,31.77
2024-01-10,391.44,344.18,391.44,6252.93,85.55,145.77,22.57,29.75,49.37
2024-01-11,399.32,348.32,399.32,6236.79,93.34,130.15,16.83,20.02,38.43
2024-01-12,541.68,482.18,541.68,6745.81,80.62,142.46,42.24,50.66,39.68
2024-01-13,457.87,415.98,457.87,4831.0,32.54,115.01,34.24,21.3,38.26
2024-01-14,412.54,367.4,412.54,5106.93,53.17,117.37,23.3,24.94,49.49
2024-01-15,524.13,467.21,524.13,5717.75,64.64,114.21,21.58,32.44,34.45
2024-01-16,536.62,467.03,536.62,6444.29,74.59,144.12,24.27,34.12,54.62
2024-01-17,478.74,414.1,478.74,6182.83,71.75,147.4,25.79,36.56,64.91
2024-01-18,470.03,407.67,470.03,6119.41,69.87,143.83,25.3,32.21,57.41
2024-01-19,478.83,428.75,478.83,4681.9,41.31,95.41,27.33,22.87,33.81
2024-01-20,535.25,482.86,535.25,5537.51,48.59,118.68,24.04,20.21,40.26
2024-01-21,466.62,410.95,466.62,5399.54,62.92,109.19,12.25,30.8,35.05
2024-01-22,467.66,413.34,467.66,5369.5,61.89,104.53,15.63,21.52,34.43
2024-01-23,462.07,411.81,462.07,6392.0,89.56,134.03,20.24,32.89,59.19
2024-01-24,493.19,431.69,493.19,7563.59,115.15,162.45,5.89,39.71,67.21
2024-01-25,423.37,376.41,423.37,6081.02,100.84,121.48,18.51,30.35,52.28
2024-01-26,174.43,150.94,174.43,2205.77,11.93,52.28,65.89,10.52,19.6
2024-01-27,163.77,138.15,163.77,3456.91,56.34,67.15,17.5,12.6,23.71
2024-01-28,120.35,96.85,120.35,2411.33,28.26,53.97,35.52,13.59,11.2
2024-01-29,129.81,104.21,129.81,2562.36,32.33,56.02,35.84,15.31,14.73
2024-01-30,34.85,28.03,34.85,966.59,0.21,29.82,51.21,9.04,3.91
2024-01-31,96.7,77.5,96.7,2897.54,53.2,57.23,30.37,16.74,15.18
2024-02-01,131.92,107.24,131.92,2790.73,34.43,65.84,37.51,12.04,29.92
2024-02-02,95.16,77.28,95.16,2362.65,23.21,67.2,27.94,10.3,32.58
2024-02-03,154.53,129.17,154.53,3979.01,75.59,76.64,16.96,15.83,35.88
2024-02-04,193.79,158.53,193.79,4380.66,84.33,84.86,27.5,21.31,72.14
2024-02-05,208.56,171.09,208.56,4139.78,66.27,99.0,25.86,22.89,82.47
2024-02-06,138.11,113.61,138.11,2405.76,24.94,60.36,57.61,10.03,33.48
2024-02-07,80.01,80.01,-323.16,1356.56,2.08,40.68,91.34,8.82,26.7
2024-02-08,301.05,254.97,301.05,5846.82,91.76,147.54,24.57,50.3,102.0
2024-02-09,265.39,223.94,265.39,4027.68,43.57,109.56,42.4,29.65,83.32
2024-02-10,220.81,191.52,220.81,3176.53,28.99,90.71,45.72,20.39,77.19
2024-02-11,250.0,209.42,250.0,4999.56,87.01,123.73,16.23,37.01,100.86
2024-02-12,255.07,211.86,255.07,4359.25,63.62,103.43,39.8,25.09,75.75
2024-02-13,163.47,135.71,163.47,2684.2,23.57,76.01,39.03,12.18,43.85
2024-02-14,289.7,247.35,289.7,4950.05,61.46,141.75,31.46,38.07,95.84
2024-02-15,299.55,252.18,299.55,5490.22,73.06,145.81,35.23,42.89,100.06
2024-02-16,210.83,170.2,210.83,3974.0,50.98,99.46,47.09,26.66,73.15
2024-02-17,103.82,90.46,103.82,1258.51,0.93,36.46,70.73,7.91,18.87
2024-02-18,28.13,25.98,28.13,555.75,0.0,13.0,107.23,7.9,3.75
2024-02-19,82.97,65.35,82.97,2298.12,26.08,52.29,39.37,13.04,14.89
2024-02-20,140.89,110.34,140.89,3265.54,55.16,68.01,29.14,15.94,38.64
2024-02-21,138.7,110.1,138.7,3042.18,47.74,67.93,32.49,13.06,42.95
2024-02-22,118.31,95.13,118.31,2705.89,37.22,66.99,33.47,11.63,38.98
2024-02-23,146.3,119.54,146.3,3001.29,39.92,79.51,38.26,20.81,65.6
2024-02-24,132.7,107.29,132.7,3154.0,42.55,86.14,38.21,23.59,64.23
2024-02-25,91.68,71.67,91.68,1768.51,8.92,53.56,43.29,10.8,34.46
2024-02-26,104.91,85.6,104.91,1655.02,7.17,40.81,74.66,10.55,21.47
2024-02-27,103.75,84.62,103.75,1939.57,12.43,52.77,58.55,9.04,24.78
2024-02-28,184.17,154.7,184.17,2917.85,23.99,73.77,47.98,15.67,42.53
2024-02-29,135.32,119.52,135.32,2051.39,12.45,47.17,39.44,8.04,14.36
2024-03-01,18.96,16.81,18.96,627.8,0.21,13.54,74.7,4.1,5.04
2024-03-02,39.34,30.07,39.34,1231.25,8.27,32.47,59.28,6.87,14.96
2024-03-03,95.59,76.89,95.59,2173.5,29.32,53.17,56.71,12.75,46.56
2024-03-04,80.86,67.85,80.86,1259.49,2.76,35.95,100.37,8.21,35.39
2024-03-05,139.21,116.63,139.21,2771.26,29.53,78.04,56.13,16.12,53.62
2024-03-06,149.37,123.0,149.37,3877.48,53.36,101.01,40.13,18.98,61.93
2024-03-07,115.32,90.95,115.32,2686.42,35.81,73.09,45.1,12.81,73.63
2024-03-08,85.66,71.41,85.66,1401.34,3.6,42.6,83.45,5.94,36.93
2024-03-09,136.3,112.93,136.3,2597.97,19.83,78.66,45.01,9.13,58.58
2024-03-10,161.66,131.63,161.66,3165.96,43.87,77.11,37.95,19.56,66.62
2024-03-11,115.06,89.18,115.06,2691.98,37.11,68.82,42.56,13.71,57.89
2024-03-12,132.71,107.58,132.71,3259.42,47.51,80.58,9.44,19.63,64.81
2024-03-13,61.92,51.05,61.92,1660.31,9.33,50.75,56.03,14.89,23.17
2024-03-14,85.02,69.5,85.02,1680.61,12.12,46.92,76.06,8.6,32.51
2024-03-15,139.15,111.62,139.15,2310.36,18.53,68.66,51.86,13.52,72.01
2024-03-16,114.89,90.66,114.89,1890.62,11.99,57.13,49.65,9.18,60.33
2024-03-17,99.78,76.98,99.78,2113.42,22.98,58.77,43.93,11.16,56.76
2024-03-18,128.58,101.67,128.58,2487.82,25.94,72.1,46.56,12.83,67.47
2024-03-19,142.62,112.62,142.62,3338.42,42.68,93.64,39.79,21.36,86.04
2024-03-20,140.95,108.59,140.95,3798.21,68.86,89.69,18.83,22.29,98.69
2024-03-21,95.63,74.74,95.63,2724.25,36.49,79.49,50.54,16.51,56.05
2024-03-22,79.18,63.0,79.18,1954.04,16.68,55.01,45.84,7.17,38.16
2024-03-23,59.5,49.79,59.5,1392.72,9.36,40.01,81.7,7.86,31.68
2024-03-24,89.95,69.47,89.95,2109.39,23.34,59.24,42.89,10.45,66.42
2024-03-25,81.4,65.18,81.4,1762.95,11.2,56.54,54.46,9.81,43.65
2024-03-26,54.17,44.18,54.17,1404.13,5.42,45.18,38.36,7.05,24.07
2024-03-27,78.77,65.83,78.77,2436.64,36.7,59.64,40.38,17.39,30.45
2024-03-28,80.18,61.16,80.18,2582.67,45.97,57.59,31.86,14.35,37.31
2024-03-29,23.09,18.87,23.09,1076.04,3.46,35.9,56.0,8.92,9.88
2024-03-30,39.55,33.11,39.55,1151.84,3.78,35.02,76.73,12.69,16.26
2024-03-31,66.19,52.51,66.19,1766.56,15.8,49.66,59.57,9.05,32.06
2024-04-01,105.31,84.62,105.31,2729.81,28.98,83.08,53.46,15.82,62.35
2024-04-02,71.35,57.0,71.35,2280.87,29.65,60.74,64.4,12.4,35.82
2024-04-03,69.8,52.59,69.8,1982.97,20.25,58.85,61.77,9.23,31.95
2024-04-04,79.5,61.48,79.5,2208.97,19.85,69.53,69.02,10.14,39.87
2024-04-05,63.94,46.94,63.94,1887.14,17.48,61.67,53.38,9.0,52.48
2024-04-06,54.14,40.87,54.14,1569.07,12.02,50.68,55.13,7.23,38.47
2024-04-07,67.76,51.29,67.76,2048.75,20.08,64.64,53.2,11.76,51.84
2024-04-08,85.48,65.32,85.48,2617.16,30.52,80.73,54.54,16.67,63.06
2024-04-09,78.14,57.67,78.14,2538.17,30.88,74.48,44.08,15.64,56.94
2024-04-10,49.92,35.4,49.92,1602.45,8.31,53.13,71.62,13.54,34.86
2024-04-11,55.04,36.88,55.04,1720.39,11.26,59.16,43.16,12.69,35.6
2024-04-12,33.07,26.88,33.07,1049.2,0.41,36.11,73.58,9.29,15.38
2024-04-13,46.58,40.47,46.58,1463.93,8.44,45.41,64.87,7.13,19.0
2024-04-14,102.44,84.6,102.44,3458.02,28.52,111.27,0.14,12.77,59.78
2024-04-16,37.42,30.63,37.42,1209.42,5.51,33.92,92.71,11.78,13.08
2024-04-16,69.49,56.74,69.49,2122.6,16.34,74.42,78.91,13.25,32.68
2024-04-17,72.67,58.5,72.67,1876.43,7.46,64.05,49.69,15.4,35.51
2024-04-18,24.77,20.02,24.77,1222.21,6.53,40.95,38.98,8.49,8.75
2024-04-19,22.01,17.69,22.01,877.3,2.07,27.47,78.95,9.66,10.45
2024-04-20,52.57,41.45,52.57,1572.13,12.13,43.63,62.84,9.4,19.09
2024-04-21,77.6,61.37,77.6,2085.33,23.79,59.61,56.87,13.0,39.72
2024-04-22,103.56,82.31,103.56,3011.31,34.17,97.87,58.02,21.18,67.34
2024-04-23,96.83,77.12,96.83,2733.43,30.43,86.61,61.38,17.85,58.32
2024-04-24,76.84,60.72,76.84,2090.47,22.52,62.7,58.68,10.69,47.24
2024-04-25,49.62,38.84,49.62,1312.34,3.37,40.86,72.57,10.75,22.67
2024-04-26,22.03,16.83,22.03,1074.79,1.04,38.13,57.5,8.74,14.15
2024-04-27,24.43,19.5,24.43,1141.27,10.43,29.73,89.32,8.08,15.74
2024-04-28,42.41,33.83,42.41,1858.63,27.04,44.2,63.4,13.39,14.88
2024-04-29,51.28,40.37,51.28,1548.21,14.17,44.0,55.64,8.61,15.87
2024-04-30,46.39,37.67,46.39,1554.61,13.5,46.87,62.87,8.86,18.39
2024-05-01,61.76,48.9,61.76,1937.63,16.18,64.81,64.76,10.12,27.08
2024-05-02,73.56,55.43,73.56,1803.84,8.51,61.03,75.5,10.36,24.4
2024-05-03,42.02,32.67,42.02,1030.01,1.55,26.56,96.38,6.2,10.52
2024-05-04,38.79,23.86,38.79,978.27,4.71,28.54,76.27,4.71,12.22
2024-05-05,63.77,40.82,63.77,1690.9,13.53,52.07,69.23,9.11,17.03
2024-05-06,57.96,40.52,57.96,1756.41,13.65,59.14,70.11,8.33,19.52
2024-05-07,58.48,44.68,58.48,1883.11,15.28,62.97,81.19,11.24,19.35
2024-05-08,62.94,47.64,62.94,2215.5,12.06,76.92,73.49,13.43,27.24
2024-05-09,59.3,44.22,59.3,1801.19,6.03,62.83,70.1,10.78,21.04
2024-05-10,37.0,26.11,37.0,1420.26,9.82,45.84,76.98,7.52,13.74
2024-05-11,42.86,30.76,42.86,1718.02,14.09,51.63,65.77,9.31,18.97
2024-05-12,46.31,34.02,46.31,1709.96,12.27,56.48,66.88,8.99,21.36
2024-05-13,40.43,29.09,40.43,1462.12,10.07,51.12,71.62,7.31,16.47
2024-05-14,59.88,41.35,59.88,1998.82,12.16,70.17,81.59,12.99,22.78
2024-05-15,64.14,40.5,64.14,1763.22,11.72,60.33,66.63,9.23,24.38
2024-05-16,55.03,33.67,55.03,1520.4,9.85,50.57,75.45,7.93,15.45
2024-05-17,33.14,19.28,33.14,923.61,2.38,29.89,79.65,5.05,11.79
2024-05-18,32.33,20.99,32.33,1058.52,3.87,39.09,75.14,5.92,13.41
2024-05-19,46.44,30.9,46.44,1627.48,15.33,53.51,60.18,9.22,23.08
2024-05-20,39.55,26.62,39.55,1282.02,9.5,42.55,72.98,7.53,14.49
2024-05-21,53.55,37.3,53.55,1773.38,12.42,61.72,78.95,12.3,21.61
2024-05-22,58.56,39.52,58.56,2018.15,13.38,73.14,76.57,14.71,23.79
2024-05-23,61.02,37.57,61.02,1609.68,7.96,55.31,86.06,11.64,17.92
2024-05-24,54.51,28.36,54.51,1117.35,3.09,39.69,77.99,6.2,14.31
2024-05-25,43.43,24.01,43.43,907.48,1.12,33.76,96.98,6.02,13.25
2024-05-26,33.88,22.75,33.88,1262.82,7.16,44.83,98.04,8.84,16.47
2024-05-27,33.19,22.47,33.19,1196.21,2.89,44.94,101.64,7.93,14.55
2024-05-28,32.78,20.2,32.78,1059.35,5.7,34.49,113.3,7.96,12.22
2024-05-29,42.43,29.28,42.43,1487.16,7.8,50.9,101.16,9.45,16.95
2024-05-30,52.55,38.63,52.55,1558.22,3.56,56.22,114.29,12.35,19.03
2024-05-31,29.96,21.33,29.96,1205.8,2.85,46.31,94.27,7.14,14.22
2024-06-01,36.77,27.22,36.77,1334.03,4.03,50.99,105.46,8.92,16.87
2024-06-02,50.64,33.77,50.64,2019.41,12.27,79.93,88.21,14.88,26.75
2024-06-03,46.66,26.95,46.66,1139.18,5.07,40.53,90.68,9.59,14.22
2024-06-04,31.41,17.93,31.41,924.17,4.52,31.01,79.55,7.57,14.21
2024-06-05,33.17,22.2,33.17,1553.91,18.75,47.42,75.59,7.84,14.32
2024-06-06,32.54,23.83,32.54,1574.36,14.6,55.25,70.66,8.79,15.92
2024-06-07,30.56,21.27,30.56,1325.13,6.54,50.24,74.06,6.43,18.5
2024-06-08,29.76,20.35,29.76,1203.16,5.19,46.45,71.13,6.21,19.95
2024-06-09,35.61,25.94,35.61,1493.55,8.25,59.35,76.77,8.79,27.16
2024-06-10,36.29,26.97,36.29,1664.2,10.96,66.71,74.96,9.92,27.05
2024-06-11,42.47,31.28,42.47,2015.65,17.76,73.59,80.58,13.01,24.93
2024-06-12,39.01,27.14,39.01,1852.93,12.39,67.52,77.25,11.95,17.13
2024-06-13,42.35,27.74,42.35,1987.56,23.37,69.87,65.86,11.4,19.93
2024-06-14,45.7,29.98,45.7,1607.6,13.4,55.19,71.15,11.02,22.83
2024-06-15,52.03,32.93,52.03,1637.78,3.54,66.95,12.35,8.64,41.75
2024-06-17,58.17,33.71,58.17,1651.31,10.81,59.49,97.54,11.26,16.34
2024-06-17,60.87,32.29,60.87,1860.86,19.76,64.38,59.57,11.92,21.76
2024-06-18,69.58,42.02,69.58,2224.96,17.67,84.78,74.68,18.38,27.94
2024-06-19,74.14,49.61,74.14,2137.34,7.48,81.79,89.68,19.22,27.74
2024-06-20,44.7,28.92,44.7,1028.06,3.77,38.45,95.82,11.07,18.69
2024-06-21,35.07,25.43,35.07,971.87,1.08,35.41,104.29,8.57,15.68
2024-06-22,37.98,29.26,37.98,1149.61,1.45,39.69,92.51,8.27,16.46
2024-06-23,52.34,42.51,52.34,1804.39,8.47,65.65,94.4,16.04,27.54
2024-06-24,50.89,40.26,50.89,1989.23,14.12,70.62,75.92,11.79,24.58
2024-06-25,46.97,36.53,46.97,1751.54,9.97,64.83,87.52,12.58,22.51
2024-06-26,63.2,49.77,63.2,1218.04,3.33,35.61,106.58,12.64,19.13
2024-06-27,60.65,50.76,60.65,1158.52,1.18,34.34,126.19,11.21,12.42
2024-06-28,56.5,47.19,56.5,1150.17,0.9,32.97,102.05,8.02,12.13
2024-06-29,65.64,56.87,65.64,1352.39,1.52,37.97,93.41,8.39,12.84
2024-06-30,49.35,41.54,49.35,915.96,0.54,18.97,114.77,8.8,10.05
2024-07-01,44.56,36.09,44.56,963.81,0.78,25.39,107.59,9.76,8.95
2024-07-02,37.87,28.16,37.87,695.11,0.7,15.48,111.91,9.2,7.18
2024-07-03,23.3,20.17,23.3,731.55,0.5,16.68,77.72,7.15,5.72
2024-07-04,25.67,24.13,25.67,1060.05,1.5,26.94,74.0,6.84,5.41
2024-07-05,26.38,24.43,26.38,1179.93,2.28,31.51,75.17,6.89,6.52
2024-07-06,41.15,38.46,41.15,1294.81,3.09,39.59,69.87,9.91,8.56
2024-07-07,57.82,53.32,57.82,1821.64,9.68,52.57,92.06,11.1,9.51
2024-07-08,53.62,48.74,53.62,1619.98,12.96,45.11,63.39,8.0,10.78
2024-07-09,56.19,49.09,56.19,1739.02,9.43,51.9,78.24,10.46,14.23
2024-07-10,69.6,61.2,69.6,2235.81,11.79,72.42,68.74,16.76,12.26
2024-07-11,64.78,55.71,64.78,1900.08,13.18,58.19,57.57,12.07,12.63
2024-07-12,45.24,37.62,45.24,1840.0,18.23,58.36,66.66,11.4,17.56
2024-07-13,54.62,47.89,54.62,1925.11,6.82,67.58,63.99,10.35,18.63
